imie,wystapienia_pierwsze,wystapienia_drugie,pochodzenie,opis_html
Nikolet,14,3,,
Qingqing,17,0,,
Sabah,13,4,,"<b>Sabah</b> – stan w <a href=""https://pl.wikipedia.org/wiki/Malezja"" target=""_blank"" rel=""noopener noreferrer"">Malezji</a>, drugi pod względem wielkości, położony w północno-wschodniej części wyspy <a href=""https://pl.wikipedia.org/wiki/Borneo"" target=""_blank"" rel=""noopener noreferrer"">Borneo</a>, graniczy z <a href=""https://pl.wikipedia.org/wiki/Indonezja"" target=""_blank"" rel=""noopener noreferrer"">Indonezją</a> i stanem <a href=""https://pl.wikipedia.org/wiki/Sarawak"" target=""_blank"" rel=""noopener noreferrer"">Sarawak</a>. Stolicą stanu jest miasto <a href=""https://pl.wikipedia.org/wiki/Kota_Kinabalu"" target=""_blank"" rel=""noopener noreferrer"">Kota Kinabalu</a>. Stan obejmuje obszar ok. 72 500 km², zamieszkuje go 2 449 400 osób (stan na rok 2000)."
Krasimirova,0,17,,
Sniżana,17,0,,
Łucjanna,9,8,,
Fan,17,0,,"<b>Fan</b> – osoba podziwiająca człowieka, grupę ludzi, <a href=""https://pl.wikipedia.org/wiki/Dzie%C5%82o_sztuki"" target=""_blank"" rel=""noopener noreferrer"">dzieło sztuki</a> bądź ideę."
Zaruhi,17,0,,
Mimoza,14,3,,"<b>Mimoza</b>, czułek (<i>Mimosa</i>) – <a href=""https://pl.wikipedia.org/wiki/Rodzaj_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzaj</a> tropikalnych roślin, rozpowszechniony w <a href=""https://pl.wikipedia.org/wiki/Ameryka_Po%C5%82udniowa"" target=""_blank"" rel=""noopener noreferrer"">Ameryce Południowej</a> oraz na wyspach <a href=""https://pl.wikipedia.org/wiki/Ocean_Spokojny"" target=""_blank"" rel=""noopener noreferrer"">Oceanu Spokojnego</a>."
Almagul,17,0,,
Clelia,11,6,,"<i><b>Clelia</b></i> – <a href=""https://pl.wikipedia.org/wiki/Rodzaj_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzaj</a> dużych <a href=""https://pl.wikipedia.org/wiki/W%C4%99%C5%BCe"" target=""_blank"" rel=""noopener noreferrer"">węży</a> z <a href=""https://pl.wikipedia.org/wiki/Rodzina_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">podrodziny</a> <a href=""https://pl.wikipedia.org/wiki/%C5%9Alimaczarze"" target=""_blank"" rel=""noopener noreferrer"">ślimaczarzy</a> (Dipsadinae) w <a href=""https://pl.wikipedia.org/wiki/Rodzina_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzinie</a> <a href=""https://pl.wikipedia.org/wiki/Po%C5%82ozowate"" target=""_blank"" rel=""noopener noreferrer"">połozowatych</a> (Colubridae). Specjalizują się w ofiofagii, czyli atakują i zjadają inne węże."
Krystyna Maria,0,17,,
Lua,15,2,,"<a href=""https://pl.wikipedia.org/wiki/Roberto_Ierusalimschy"" target=""_blank"" rel=""noopener noreferrer"">Roberto Ierusalimschy</a>, Waldemar Celes, Luiz Henrique de Figueiredo"
Teja,15,2,,
Truda,8,9,,"<b>Truda</b> może być <a href=""https://pl.wikipedia.org/wiki/Zdrobnienie"" target=""_blank"" rel=""noopener noreferrer"">zdrobnieniem</a> <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imion</a> żeńskich:"
Antonida,17,0,,
Wala,13,4,,"<b>Wala</b> (<i>pełna nazwa</i> <b>Wala Heilmittel GmbH</b>) - to założona przez <a href=""https://pl.wikipedia.org/wiki/Rudolf_Hauschka"" target=""_blank"" rel=""noopener noreferrer"">Rudolfa Hauschka</a> w <a href=""https://pl.wikipedia.org/wiki/1935"" target=""_blank"" rel=""noopener noreferrer"">1935</a> roku firma, produkująca kosmetyki (około 100 różnych produktów) oraz maści (około 1000 różnych produktów). Nazwa Wala jest skrótem od Wärme – Asche, Licht – Asche, co oznacza: Ciepło - popiół, światło - popiół. Leki są wytwarzane zgodnie z zasadami <a href=""https://pl.wikipedia.org/wiki/Antropozofia"" target=""_blank"" rel=""noopener noreferrer"">antropozofii</a>."
Annett,15,2,,
Beda,10,7,,"<b>Beda</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> męskie łączone z <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyki_germa%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">germańskim</a> <i>beadu</i>, <i>beado</i> — ""wojna, walka"". Istnieje trzech świętych o tym imieniu, wśród nich najbardziej znanym jest <a href=""https://pl.wikipedia.org/wiki/Beda_Czcigodny"" target=""_blank"" rel=""noopener noreferrer"">Beda Czcigodny</a>, angielski historyk, uczony i <a href=""https://pl.wikipedia.org/wiki/Doktor_Ko%C5%9Bcio%C5%82a"" target=""_blank"" rel=""noopener noreferrer"">doktor Kościoła</a> z <a href=""https://pl.wikipedia.org/wiki/VIII_wiek"" target=""_blank"" rel=""noopener noreferrer"">VIII wieku</a>."
Ottilie,10,7,,
Tinashe,8,9,,
Farangiz,17,0,,
Togzhan,17,0,,
Sholpan,17,0,,
Addison,10,7,,
Muskan,15,2,,"<b>Muskan Nandal</b> (ur. <a href=""https://pl.wikipedia.org/wiki/2006"" target=""_blank"" rel=""noopener noreferrer"">2006</a>) – <a href=""https://pl.wikipedia.org/wiki/Indie"" target=""_blank"" rel=""noopener noreferrer"">indyjska</a> <a href=""https://pl.wikipedia.org/wiki/Zapasy"" target=""_blank"" rel=""noopener noreferrer"">zapaśniczka</a> walcząca w stylu wolnym."
Handan,15,2,,"<b>Handan</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_chi%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">chiń.</a> 邯郸&#59;&#32;<a href=""https://pl.wikipedia.org/wiki/Hanyu_pinyin"" target=""_blank"" rel=""noopener noreferrer"">pinyin</a> <i>Hándān</i>) – miasto o statusie prefektury miejskiej we wschodnich <a href=""https://pl.wikipedia.org/wiki/Chi%C5%84ska_Republika_Ludowa"" target=""_blank"" rel=""noopener noreferrer"">Chinach</a>, w prowincji <a href=""https://pl.wikipedia.org/wiki/Hebei"" target=""_blank"" rel=""noopener noreferrer"">Hebei</a>, na <a href=""https://pl.wikipedia.org/wiki/Nizina_Chi%C5%84ska"" target=""_blank"" rel=""noopener noreferrer"">Nizinie Chińskiej</a>, na południe od miasta <a href=""https://pl.wikipedia.org/wiki/Shijiazhuang"" target=""_blank"" rel=""noopener noreferrer"">Shijiazhuang</a>. W 2010 roku liczba mieszkańców miasta wynosiła 1 384 575. Prefektura miejska w 1999 roku liczyła 8 209 872 mieszkańców. Ośrodek przemysłu bawełnianego, maszynowego, spożywczego i porcelanowego."
Aarya,15,2,,
Lileia,17,0,,
Yordanka,17,0,,
Anvi,14,3,,
Sieglinda,14,3,,
Suyeon,17,0,,
Nuriya,15,2,,
Sezim,17,0,,
Athira,17,0,,
Elisha,11,6,,
Zumrud,17,0,,
Wambui,0,17,,
Giustina,17,0,,"<b>Giustina</b> – <a href=""https://pl.wikipedia.org/wiki/Srebro"" target=""_blank"" rel=""noopener noreferrer"">srebrna</a> <a href=""https://pl.wikipedia.org/wiki/Moneta"" target=""_blank"" rel=""noopener noreferrer"">moneta</a> <a href=""https://pl.wikipedia.org/wiki/Wenecja"" target=""_blank"" rel=""noopener noreferrer"">wenecka</a>, przedstawiająca na <a href=""https://pl.wikipedia.org/wiki/Awers_i_rewers"" target=""_blank"" rel=""noopener noreferrer"">awersie</a> <a href=""https://pl.wikipedia.org/wiki/Marek_Ewangelista"" target=""_blank"" rel=""noopener noreferrer"">św. Marka</a> i klęczącego <a href=""https://pl.wikipedia.org/wiki/Do%C5%BCa"" target=""_blank"" rel=""noopener noreferrer"">dożę</a>, na <a href=""https://pl.wikipedia.org/wiki/Awers_i_rewers"" target=""_blank"" rel=""noopener noreferrer"">rewersie</a> – św. Giustinę, bita od 1472 r., do XVII w., o wartości 10, 20 i 40 soldów."
Divina,17,0,,"<b>Divina</b> – <a href=""https://pl.wikipedia.org/wiki/Wie%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">wieś</a> (<a href=""https://pl.wikipedia.org/wiki/Obec"" target=""_blank"" rel=""noopener noreferrer"">obec</a>) na <a href=""https://pl.wikipedia.org/wiki/S%C5%82owacja"" target=""_blank"" rel=""noopener noreferrer"">Słowacji</a> położona w <a href=""https://pl.wikipedia.org/wiki/Kraj_%C5%BCyli%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">kraju żylińskim</a>, w <a href=""https://pl.wikipedia.org/wiki/Powiat_%C5%BBylina"" target=""_blank"" rel=""noopener noreferrer"">okręgu Żylina</a>. Pierwsze wzmianki o miejscowości pochodzą z roku 1325."
Brooklyn,9,8,,"<b>Brooklyn</b> – jeden z pięciu okręgów (<i>boroughs</i>) <a href=""https://pl.wikipedia.org/wiki/Nowy_Jork"" target=""_blank"" rel=""noopener noreferrer"">Nowego Jorku</a> oraz jednocześnie hrabstwo w stanie <a href=""https://pl.wikipedia.org/wiki/Nowy_Jork_(stan)"" target=""_blank"" rel=""noopener noreferrer"">Nowy Jork</a>, o nazwie <i>Kings County</i>. W 2019 roku liczył ok. 2 559 903 mieszkańców, co daje największą populację ze wszystkich okręgów Nowego Jorku."
Maksyma,7,10,,"<b>Aforyzm</b> (<a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łac.</a>&#160;<em>aphorismus</em>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">gr.</a> <i>aphorismós</i>), złota myśl, sentencja, maksyma, gnoma, apoftegmat – zwięzła, lapidarna, przeważnie jednozdaniowa wypowiedź, wyrażająca ogólną prawdę filozoficzną lub moralną, w sposób zaskakujący i błyskotliwy."
Yoana,11,6,,
Hyewon,17,0,,
Flore,7,10,,"<b>Flore</b> – <a href=""https://pl.wikipedia.org/wiki/Wie%C5%9B"" target=""_blank"" rel=""noopener noreferrer"">wieś</a> w <a href=""https://pl.wikipedia.org/wiki/Anglia"" target=""_blank"" rel=""noopener noreferrer"">Anglii</a>, w hrabstwie <a href=""https://pl.wikipedia.org/wiki/Northamptonshire"" target=""_blank"" rel=""noopener noreferrer"">Northamptonshire</a>, w dystrykcie (<i><a href=""https://pl.wikipedia.org/wiki/Unitary_authority"" target=""_blank"" rel=""noopener noreferrer"">unitary authority</a></i>) <a href=""https://pl.wikipedia.org/wiki/West_Northamptonshire"" target=""_blank"" rel=""noopener noreferrer"">West Northamptonshire</a>. Leży 11&#160;km na zachód od miasta <a href=""https://pl.wikipedia.org/wiki/Northampton"" target=""_blank"" rel=""noopener noreferrer"">Northampton</a> i 104&#160;km na północny zachód od <a href=""https://pl.wikipedia.org/wiki/Londyn"" target=""_blank"" rel=""noopener noreferrer"">Londynu</a>. Miejscowość liczy 1221 mieszkańców."
Zigrida,15,2,,
Clemence,11,6,,
Walli,12,5,,
Ju,9,8,,"<b>Ю</b>, <b>Юю</b> – podstawowa <a href=""https://pl.wikipedia.org/wiki/Litera"" target=""_blank"" rel=""noopener noreferrer"">litera</a> cyrylicy używana we wszystkich alfabetach bazowanych na cyrylicy z wyjątkiem <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_serbski"" target=""_blank"" rel=""noopener noreferrer"">języka serbskiego</a>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_macedo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">języka macedońskiego</a> i <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_azerski"" target=""_blank"" rel=""noopener noreferrer"">języka azerskiego</a>, które wykorzystują literę <a href=""https://pl.wikipedia.org/wiki/%D0%88"" target=""_blank"" rel=""noopener noreferrer"">Ј</a>. Odpowiada <a href=""https://pl.wikipedia.org/wiki/Dyftong"" target=""_blank"" rel=""noopener noreferrer"">dyftongowi</a> [<a href=""https://pl.wikipedia.org/wiki/Sp%C3%B3%C5%82g%C5%82oska_p%C3%B3%C5%82otwarta_podniebienna_d%C5%BAwi%C4%99czna"" target=""_blank"" rel=""noopener noreferrer"">j</a><a href=""https://pl.wikipedia.org/wiki/Samog%C5%82oska_przymkni%C4%99ta_tylna_zaokr%C4%85glona"" target=""_blank"" rel=""noopener noreferrer"">u</a>]. Powstała z połączenia litery <a href=""https://pl.wikipedia.org/wiki/%D1%B8"" target=""_blank"" rel=""noopener noreferrer"">Ѹ</a> z literą <a href=""https://pl.wikipedia.org/wiki/%D0%86"" target=""_blank"" rel=""noopener noreferrer"">І</a>."
Ilham,15,2,,
Larina,17,0,,
Gretchen,17,0,,"<b>Gretchen</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia niemieckiego. Zyskało popularność na obszarze anglojęzycznym pod wpływem dramatu <a href=""https://pl.wikipedia.org/wiki/Faust_(dramat_Johanna_Wolfganga_von_Goethego)"" target=""_blank"" rel=""noopener noreferrer"">Faust</a> <a href=""https://pl.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe"" target=""_blank"" rel=""noopener noreferrer"">Johanna Wolfganga von Goethego</a>. Jest to <a href=""https://pl.wikipedia.org/wiki/Zdrobnienie"" target=""_blank"" rel=""noopener noreferrer"">zdrobnienie</a> od imienia Grete (imię niemieckie i skandynawskie), Greta (imię niemieckie, angielskie, polskie) i Margaret (imię angielskie, szkockie i niemieckie). Gretchen jest imieniem rzadkim. Najpopularniejsze było w 1973 roku, kiedy otrzymało je 0,087% dziewczynek (191. miejsce na liście najpopularniejszych imion). W 2009 roku imię to otrzymało 0,013% dziewczynek (995. miejsce na liście najpopularniejszych imion). W latach następnych nie notowane."
Myrna,15,2,,
Micheline,8,9,,
Yukari,17,0,,"<b>Yukari</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32; ゆかり, ユカリ) – <a href=""https://pl.wikipedia.org/wiki/Imiona_japo%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">żeńskie imię japońskie</a>."
Thi Thanh Huyen,17,0,,
Yafa,8,9,,
Urania,12,5,,
Liliiana,17,0,,
Dumitrița,17,0,,"<b>Dumitrița</b> – wieś w <a href=""https://pl.wikipedia.org/wiki/Rumunia"" target=""_blank"" rel=""noopener noreferrer"">Rumunii</a>, w <a href=""https://pl.wikipedia.org/wiki/Okr%C4%99g_Bistri%C8%9Ba-N%C4%83s%C4%83ud"" target=""_blank"" rel=""noopener noreferrer"">okręgu Bistrița-Năsăud</a>, w <a href=""https://pl.wikipedia.org/wiki/Dumitri%C8%9Ba_(gmina)"" target=""_blank"" rel=""noopener noreferrer"">gminie Dumitrița</a>. W 2011 roku liczyła 753 mieszkańców."
Anastaziia,17,0,,
Payal,17,0,,"<b>Payal</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_nepalski"" target=""_blank"" rel=""noopener noreferrer"">nep</a>. पाइल) – <a href=""https://pl.wikipedia.org/wiki/Gaun_wikas_samiti"" target=""_blank"" rel=""noopener noreferrer"">gaun wikas samiti</a> w <a href=""https://pl.wikipedia.org/wiki/Sudur-Pa%C5%9B%C4%87ima%C5%84%C4%87al_Wikas_Kszetr"" target=""_blank"" rel=""noopener noreferrer"">zachodniej</a> części <a href=""https://pl.wikipedia.org/wiki/Nepal"" target=""_blank"" rel=""noopener noreferrer"">Nepalu</a> w strefie <a href=""https://pl.wikipedia.org/wiki/Seti_(strefa)"" target=""_blank"" rel=""noopener noreferrer"">Seti</a> w dystrykcie <a href=""https://pl.wikipedia.org/wiki/Achham_(dystrykt)"" target=""_blank"" rel=""noopener noreferrer"">Achham</a>. Według nepalskiego <a href=""https://pl.wikipedia.org/wiki/Spis_statystyczny"" target=""_blank"" rel=""noopener noreferrer"">spisu powszechnego</a> z 2011 roku liczył on 1054 gospodarstwa domowe i 4994 <a href=""https://pl.wikipedia.org/wiki/Nepalczycy"" target=""_blank"" rel=""noopener noreferrer"">mieszkańców</a> (2786 kobiet i 2208 mężczyzn)."
Saanvi,17,0,,
Jennilyn,17,0,,
Patricja,14,3,,
Rei,12,5,,
Shivangi,17,0,,
Zila,11,6,,"<b>Dystrykty</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_angielski"" target=""_blank"" rel=""noopener noreferrer"">ang.</a> district, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_hindi"" target=""_blank"" rel=""noopener noreferrer"">hindi</a> ज़िला, <a href=""https://pl.wikipedia.org/wiki/Transkrypcja_(j%C4%99zykoznawstwo)"" target=""_blank"" rel=""noopener noreferrer"">trb.</a> zila) – jednostki administracyjne II rzędu w <a href=""https://pl.wikipedia.org/wiki/Indie"" target=""_blank"" rel=""noopener noreferrer"">Indiach</a>. Obecnie w Indiach jest 626 dystryktów – w poszczególnych stanach znajduje się ich od 2 (stan <a href=""https://pl.wikipedia.org/wiki/Goa"" target=""_blank"" rel=""noopener noreferrer"">Goa</a>) do 70 (stan <a href=""https://pl.wikipedia.org/wiki/Uttar_Pradesh"" target=""_blank"" rel=""noopener noreferrer"">Uttar Pradesh</a>), a w terytoriach od jednego do 9."
Leydi,17,0,,
Iria,14,3,,"<i><b>Ｉ・Я・Ｉ・Ａ ZЁIЯAM THE ANIMATION</b></i>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;イ・リ・ア ゼイラム ジ アニメーション&#32;<i>I-ri-a Zeiramu ji animēshon</i>) – <a href=""https://pl.wikipedia.org/wiki/Anime"" target=""_blank"" rel=""noopener noreferrer"">anime</a> z pogranicza <a href=""https://pl.wikipedia.org/wiki/Fantasy"" target=""_blank"" rel=""noopener noreferrer"">fantasy</a> i <a href=""https://pl.wikipedia.org/wiki/Fantastyka_naukowa"" target=""_blank"" rel=""noopener noreferrer"">science-fiction</a> w reżyserii Tetsuro Amino. Film ten powstał na podstawie filmu fabularnego pt. <i>Zeiram</i>."
Niharika,17,0,,
Bénédicte,13,4,,
Ghada,15,2,,
Thi Thu Hien,17,0,,
Yordanova,0,17,,
Laura Valentina,17,0,,
Yao,17,0,,
Lavanya,17,0,,
Darosława,13,4,,"<b>Darosława</b> – żeńska odmiana <a href=""https://pl.wikipedia.org/wiki/Imiona_s%C5%82owia%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">słowiańskiego imienia</a> <a href=""https://pl.wikipedia.org/wiki/Daros%C5%82aw"" target=""_blank"" rel=""noopener noreferrer"">Darosław</a>."
Yeimi,17,0,,
Milene,13,4,,
Leanna,17,0,,
Inas,17,0,,
Yudith,13,4,,
Hadassa,9,8,,
Lamar,14,3,,"Hrabstwa w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">USA</a>:"
Rosalyn,17,0,,
Chaima,17,0,,
Vidya,17,0,,
Sirjana,17,0,,
Madhavi,13,4,,
Calista,11,6,,
Nestani,17,0,,
Lydmila,17,0,,
Andrea Carolina,17,0,,
Teresita,11,6,,"<b>Teresita</b> – jednostka osadnicza w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">Stanach Zjednoczonych</a>, w stanie <a href=""https://pl.wikipedia.org/wiki/Oklahoma"" target=""_blank"" rel=""noopener noreferrer"">Oklahoma</a>, w hrabstwie <a href=""https://pl.wikipedia.org/wiki/Hrabstwo_Cherokee_(Oklahoma)"" target=""_blank"" rel=""noopener noreferrer"">Cherokee</a>."
Rosalind,9,8,,
Lilijana,14,3,,
Vi,9,8,,Albania:
Francisco,0,17,,
Mayka,17,0,,
Jingyi,17,0,,
Megumi,14,3,,"<b>Megumi</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;めぐみ, メグミ) – żeńskie <a href=""https://pl.wikipedia.org/wiki/Imiona_japo%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">imię japońskie</a>."
Rayna,15,2,,
Maki,15,2,,
Tami,15,2,,reprezentowanie interesów Żydów sefardyjskich i mizrachijskich
Yurany,5,12,,
Shushan,17,0,,"<b>Shushan</b> (<a href=""https://pl.wikipedia.org/wiki/Uproszczone_pismo_chi%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">chiń. upr.</a> 蜀山区&#59;&#32;<a href=""https://pl.wikipedia.org/wiki/Tradycyjne_pismo_chi%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">chiń. trad.</a> 蜀山區&#59;&#32;<a href=""https://pl.wikipedia.org/wiki/Hanyu_pinyin"" target=""_blank"" rel=""noopener noreferrer"">pinyin</a> <i>Shǔshān Qū</i>) – dzielnica miasta <a href=""https://pl.wikipedia.org/wiki/Hefei"" target=""_blank"" rel=""noopener noreferrer"">Hefei</a>, stolicy prowincji <a href=""https://pl.wikipedia.org/wiki/Anhui"" target=""_blank"" rel=""noopener noreferrer"">Anhui</a>, położonej we wschodnich <a href=""https://pl.wikipedia.org/wiki/Chi%C5%84ska_Republika_Ludowa"" target=""_blank"" rel=""noopener noreferrer"">Chinach</a>. Liczba mieszkańców miasta, według spisu ludności z listopada 2010 roku, wynosiła 1 022 321."
Wenus,2,15,,"względem <a href=""https://pl.wikipedia.org/wiki/Ekliptyka"" target=""_blank"" rel=""noopener noreferrer"">ekliptyki</a>: 3,39471°względem <a href=""https://pl.wikipedia.org/wiki/R%C3%B3wnik"" target=""_blank"" rel=""noopener noreferrer"">równika</a> <a href=""https://pl.wikipedia.org/wiki/S%C5%82o%C5%84ce"" target=""_blank"" rel=""noopener noreferrer"">słonecznego</a>: 3,86°"
Kiamale,17,0,,
Emiko,14,3,,"<b>Emiko</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;えみこ, エミコ) – <a href=""https://pl.wikipedia.org/wiki/Imiona_japo%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">żeńskie imię japońskie</a>."
